timestamp,account_id,entropy_score,cpu_burst_rate,egress_pivots,revenue_tier,label_ground_truth
2026-02-13 13:44:41.724,acct_c04129ad,5.663,35.79,4,SMB,SAFE_COMPUTE
2026-02-13 13:45:00.724,acct_e2bde408,5.4781,26.29,4,Free,SAFE_COMPUTE
2026-02-13 13:45:38.724,acct_4009be4f,5.6842,19.66,1,SMB,SAFE_COMPUTE
2026-02-13 13:45:52.724,acct_8e38bf56,4.9222,36.82,1,Free,SAFE_COMPUTE
2026-02-13 13:46:17.724,acct_9f3cd1f5,4.6055,14.71,3,SMB,SAFE_COMPUTE
2026-02-13 13:46:28.724,acct_719fe271,4.8535,21.47,4,Free,SAFE_COMPUTE
2026-02-13 13:47:04.724,acct_38f13971,4.2692,24.23,3,SMB,SAFE_COMPUTE
2026-02-13 13:47:12.724,acct_33f7e417,3.5491,18.78,3,Free,SAFE_COMPUTE
2026-02-13 13:47:25.724,acct_0660c0ee,7.9909,90.91,15,Free,MALWARE_HONESTCUE
2026-02-13 13:47:55.724,acct_2b030f39,3.7868,27.43,4,Free,SAFE_COMPUTE
2026-02-13 13:48:23.724,acct_04ffc065,3.5547,35.36,3,Free,SAFE_COMPUTE
2026-02-13 13:48:24.724,acct_775df918,4.8377,27.31,1,Free,SAFE_COMPUTE
2026-02-13 13:48:26.724,acct_6283d632,5.5917,20.34,3,Free,SAFE_COMPUTE
2026-02-13 13:48:27.724,acct_1bd19ff7,4.0947,36.75,1,Free,SAFE_COMPUTE
2026-02-13 13:48:38.724,acct_2b162064,3.6745,11.74,4,SMB,SAFE_COMPUTE
2026-02-13 13:48:40.724,acct_57b51c9a,3.9736000000000002,20.92,4,Free,SAFE_COMPUTE
2026-02-13 13:49:15.724,acct_89a97e14,5.7825,26.85,3,SMB,SAFE_COMPUTE
2026-02-13 13:49:17.724,acct_f018353e,5.5542,18.48,2,SMB,SAFE_COMPUTE
2026-02-13 13:49:21.724,acct_1138b2c4,5.4944,28.08,3,Free,SAFE_COMPUTE
2026-02-13 13:49:36.724,acct_a6922425,3.91,16.34,3,Free,SAFE_COMPUTE
2026-02-13 13:49:51.724,acct_d11bff44,4.347,28.47,1,Free,SAFE_COMPUTE
2026-02-13 13:50:03.724,acct_670aa45b,5.1698,27.54,4,Free,SAFE_COMPUTE
2026-02-13 13:50:08.724,acct_60b9ab0b,5.0198,12.74,2,Free,SAFE_COMPUTE
2026-02-13 13:50:31.724,acct_2676f320,3.9263,17.0,1,SMB,SAFE_COMPUTE
2026-02-13 13:50:31.724,acct_34b6e47c,5.3404,16.36,4,SMB,SAFE_COMPUTE
2026-02-13 13:51:16.724,acct_37d45b46,4.6445,41.25,4,SMB,SAFE_COMPUTE
2026-02-13 13:52:29.724,acct_6c171478,5.4118,13.45,2,Enterprise,SAFE_COMPUTE
2026-02-13 13:52:49.724,acct_2f20577c,7.6118,98.84,37,SMB,MALWARE_HONESTCUE
2026-02-13 13:53:31.724,acct_f4087865,5.4833,13.0,4,Free,SAFE_COMPUTE
2026-02-13 13:53:36.724,acct_70f66712,4.9513,41.61,2,Free,SAFE_COMPUTE
2026-02-13 13:53:43.724,acct_eefd6c52,4.7322,36.36,2,Free,SAFE_COMPUTE
2026-02-13 13:54:00.724,acct_17f3a108,3.999,15.8,3,Free,SAFE_COMPUTE
2026-02-13 13:54:18.724,acct_98fac6d7,3.6632,33.83,2,Free,SAFE_COMPUTE
2026-02-13 13:54:34.724,acct_a54ba7e1,3.8557,25.28,1,Free,SAFE_COMPUTE
2026-02-13 13:54:40.724,acct_d90a5c9d,7.2011,88.85,41,SMB,MALWARE_HONESTCUE
2026-02-13 13:54:42.724,acct_b400b16a,3.7031,39.02,2,Enterprise,SAFE_COMPUTE
2026-02-13 13:55:28.724,acct_dbf0b588,3.9761,12.55,2,Free,SAFE_COMPUTE
2026-02-13 13:55:43.724,acct_ce954987,4.414,38.64,3,Free,SAFE_COMPUTE
2026-02-13 13:56:26.724,acct_eec53c12,5.1751,11.11,1,SMB,SAFE_COMPUTE
2026-02-13 13:56:45.724,acct_eb5e3197,3.5785,34.5,3,SMB,SAFE_COMPUTE
2026-02-13 13:56:48.724,acct_94781ee6,3.6013,37.66,2,Free,SAFE_COMPUTE
2026-02-13 13:57:02.724,acct_79709bf3,3.8134,10.03,2,Free,SAFE_COMPUTE
2026-02-13 13:57:07.724,acct_7cdd94ba,5.7612,35.95,3,Enterprise,SAFE_COMPUTE
2026-02-13 13:57:38.724,acct_be0b7efe,4.7788,17.63,1,SMB,SAFE_COMPUTE
2026-02-13 13:57:39.724,acct_19765965,4.0916,21.47,1,Free,SAFE_COMPUTE
2026-02-13 13:57:56.724,acct_0a7ed09a,5.4299,20.97,3,Free,SAFE_COMPUTE
2026-02-13 13:58:01.724,acct_1aeae1ea,4.9322,17.86,3,SMB,SAFE_COMPUTE
2026-02-13 13:58:03.724,acct_66fd5e76,5.6119,20.67,4,SMB,SAFE_COMPUTE
2026-02-13 13:58:22.724,acct_10073156,5.6692,27.34,3,Enterprise,SAFE_COMPUTE
2026-02-13 13:58:31.724,acct_23c93b88,7.8622,99.66,31,Free,MALWARE_HONESTCUE
2026-02-13 13:58:33.724,acct_4db4976d,3.5997,22.25,2,Free,SAFE_COMPUTE
2026-02-13 13:58:43.724,acct_a030a103,5.8053,30.84,4,Enterprise,SAFE_COMPUTE
2026-02-13 13:58:56.724,acct_b24790a2,4.6081,34.26,4,SMB,SAFE_COMPUTE
2026-02-13 13:58:56.724,acct_7755c940,4.0225,43.17,3,SMB,SAFE_COMPUTE
2026-02-13 13:59:06.724,acct_665beef0,3.8964,25.94,4,SMB,SAFE_COMPUTE
2026-02-13 14:00:59.724,acct_8f46406a,3.5486,32.24,3,Free,SAFE_COMPUTE
2026-02-13 14:01:00.724,acct_ce66db79,5.3225999999999996,26.84,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:01:04.724,acct_dab7e358,5.8686,23.44,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:01:28.724,acct_22670234,4.3585,31.85,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:01:30.724,acct_89f65a08,7.7402,98.25,49,Free,MALWARE_HONESTCUE
2026-02-13 14:02:05.724,acct_3a5fa347,4.9036,17.06,4,SMB,SAFE_COMPUTE
2026-02-13 14:02:06.724,acct_26ad4ba5,4.3873,10.25,1,Free,SAFE_COMPUTE
2026-02-13 14:02:10.724,acct_a6570c33,7.8713,94.87,34,Free,MALWARE_HONESTCUE
2026-02-13 14:02:27.724,acct_96539702,4.5342,14.46,4,SMB,SAFE_COMPUTE
2026-02-13 14:02:35.724,acct_ef7485a4,5.2071,33.89,3,SMB,SAFE_COMPUTE
2026-02-13 14:02:51.724,acct_6df89435,4.8843,25.06,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:02:53.724,acct_38c3393f,7.21,92.45,19,Enterprise,MALWARE_HONESTCUE
2026-02-13 14:03:01.724,acct_66b701f5,4.5131,37.46,1,Free,SAFE_COMPUTE
2026-02-13 14:03:04.724,acct_b99861af,4.3643,14.91,2,Free,SAFE_COMPUTE
2026-02-13 14:03:22.724,acct_96906922,5.4545,30.96,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:03:34.724,acct_eb36cee9,4.0047,23.3,4,Free,SAFE_COMPUTE
2026-02-13 14:03:58.724,acct_bd2b6151,4.1272,20.7,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:04:40.724,acct_89cc1a8e,4.1457,13.36,2,Free,SAFE_COMPUTE
2026-02-13 14:04:57.724,acct_caf14ae7,3.8242000000000003,39.67,3,Free,SAFE_COMPUTE
2026-02-13 14:05:07.724,acct_403d79ca,7.6023,88.64,25,Free,MALWARE_HONESTCUE
2026-02-13 14:05:28.724,acct_0448e2c6,5.3295,25.8,4,Free,SAFE_COMPUTE
2026-02-13 14:05:43.724,acct_2224f274,5.7747,14.46,4,SMB,SAFE_COMPUTE
2026-02-13 14:06:57.724,acct_5ee33a06,3.5472,16.48,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:07:14.724,acct_403fe58a,5.495,18.39,4,Free,SAFE_COMPUTE
2026-02-13 14:07:22.724,acct_c40566ee,3.6532999999999998,43.33,4,SMB,SAFE_COMPUTE
2026-02-13 14:07:37.724,acct_ab741343,4.9233,38.86,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:07:42.724,acct_6dc18b38,5.2561,31.62,3,SMB,SAFE_COMPUTE
2026-02-13 14:07:46.724,acct_04d7bcbc,4.9398,31.96,3,SMB,SAFE_COMPUTE
2026-02-13 14:08:08.724,acct_709db50e,5.409,12.67,3,SMB,SAFE_COMPUTE
2026-02-13 14:08:08.724,acct_afaa2d88,5.6114,36.39,4,Free,SAFE_COMPUTE
2026-02-13 14:08:09.724,acct_4a94e9fb,4.1834,35.96,4,SMB,SAFE_COMPUTE
2026-02-13 14:08:11.724,acct_a7ded21f,5.9219,15.34,4,Free,SAFE_COMPUTE
2026-02-13 14:08:32.724,acct_d89eaa64,5.89,30.5,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:09:04.724,acct_46603b75,5.4164,16.74,2,Free,SAFE_COMPUTE
2026-02-13 14:09:26.724,acct_0073d9dc,7.2441,89.21,38,Free,MALWARE_HONESTCUE
2026-02-13 14:09:30.724,acct_b064cc0e,5.6075,31.85,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:09:40.724,acct_6bfb0958,5.4584,29.98,1,Free,SAFE_COMPUTE
2026-02-13 14:09:41.724,acct_90d5c763,4.7396,39.04,4,Free,SAFE_COMPUTE
2026-02-13 14:10:25.724,acct_46c0958c,7.8949,94.66,38,Enterprise,MALWARE_HONESTCUE
2026-02-13 14:10:56.724,acct_732bc747,4.2812,30.38,1,SMB,SAFE_COMPUTE
2026-02-13 14:11:04.724,acct_9a3f5ac8,5.3182,38.79,4,SMB,SAFE_COMPUTE
2026-02-13 14:11:19.724,acct_09842d8e,4.1559,30.22,2,Free,SAFE_COMPUTE
2026-02-13 14:11:20.724,acct_4fd3150b,3.6407,35.53,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:11:37.724,acct_c02b55f8,5.6469000000000005,39.04,3,Free,SAFE_COMPUTE
2026-02-13 14:12:11.724,acct_d862f3e2,4.3245000000000005,11.4,3,SMB,SAFE_COMPUTE
2026-02-13 14:12:13.724,acct_72f89931,3.8561,41.02,3,Free,SAFE_COMPUTE
2026-02-13 14:12:21.724,acct_7558a935,5.4479,23.65,2,SMB,SAFE_COMPUTE
2026-02-13 14:12:32.724,acct_bb6731b7,4.4868,18.53,4,SMB,SAFE_COMPUTE
2026-02-13 14:13:03.724,acct_b4645f93,3.8638,29.56,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:13:12.724,acct_eead07af,4.0284,30.83,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:13:19.724,acct_b27e4554,4.8729,10.33,4,SMB,SAFE_COMPUTE
2026-02-13 14:13:49.724,acct_8aa4d807,4.1415,27.69,4,Free,SAFE_COMPUTE
2026-02-13 14:14:04.724,acct_a2af5faf,3.8738,18.4,2,SMB,SAFE_COMPUTE
2026-02-13 14:14:11.724,acct_1c521374,5.3777,19.97,2,Free,SAFE_COMPUTE
2026-02-13 14:14:28.724,acct_bbab791e,4.9837,12.04,2,Free,SAFE_COMPUTE
2026-02-13 14:14:33.724,acct_8c978a12,7.5937,91.23,31,SMB,MALWARE_HONESTCUE
2026-02-13 14:14:37.724,acct_d2134d8f,5.7273,30.86,3,SMB,SAFE_COMPUTE
2026-02-13 14:14:50.724,acct_e32ef62e,4.448,25.07,2,Free,SAFE_COMPUTE
2026-02-13 14:15:43.724,acct_bb2787cd,5.096,17.16,3,SMB,SAFE_COMPUTE
2026-02-13 14:15:54.724,acct_211ad8f3,4.8214,20.73,4,SMB,SAFE_COMPUTE
2026-02-13 14:16:09.724,acct_eb192b15,4.9051,22.83,4,Free,SAFE_COMPUTE
2026-02-13 14:16:14.724,acct_63fe4f53,4.4232,30.25,4,Free,SAFE_COMPUTE
2026-02-13 14:16:21.724,acct_8fbda0cd,4.2622,27.6,1,Free,SAFE_COMPUTE
2026-02-13 14:16:42.724,acct_d9e1f721,4.1178,38.4,3,Free,SAFE_COMPUTE
2026-02-13 14:16:51.724,acct_262ed5a5,4.3496,26.36,3,Enterprise,SAFE_COMPUTE
2026-02-13 14:17:00.724,acct_7601333c,5.207,41.26,3,Free,SAFE_COMPUTE
2026-02-13 14:17:09.724,acct_51095c1f,4.5439,23.24,4,Free,SAFE_COMPUTE
2026-02-13 14:17:12.724,acct_314e80dd,3.5394,44.01,1,Free,SAFE_COMPUTE
2026-02-13 14:17:14.724,acct_c1c4a2db,4.8368,33.57,3,Free,SAFE_COMPUTE
2026-02-13 14:17:20.724,acct_bb8ecc13,4.9114,26.82,1,SMB,SAFE_COMPUTE
2026-02-13 14:17:23.724,acct_09f0f47f,5.1792,40.76,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:17:27.724,acct_35113166,4.0736,23.71,3,SMB,SAFE_COMPUTE
2026-02-13 14:17:36.724,acct_7e98a3ed,5.6975,10.25,3,SMB,SAFE_COMPUTE
2026-02-13 14:17:40.724,acct_8d9bcf2c,3.88,26.49,4,Free,SAFE_COMPUTE
2026-02-13 14:17:50.724,acct_19b66d13,4.1459,17.95,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:17:52.724,acct_16a332e8,5.0125,12.55,3,SMB,SAFE_COMPUTE
2026-02-13 14:17:55.724,acct_61bfaf00,5.6929,24.8,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:18:28.724,acct_b50f4af9,3.9553000000000003,41.15,4,Free,SAFE_COMPUTE
2026-02-13 14:18:48.724,acct_a3090b06,7.4388,89.19,35,Free,MALWARE_HONESTCUE
2026-02-13 14:18:56.724,acct_6adb80e0,5.0705,30.86,2,Free,SAFE_COMPUTE
2026-02-13 14:19:41.724,acct_1d304df3,5.7626,41.34,2,Free,SAFE_COMPUTE
2026-02-13 14:19:51.724,acct_d697383e,5.0103,43.32,2,SMB,SAFE_COMPUTE
2026-02-13 14:20:00.724,acct_9850953e,5.7816,13.51,1,SMB,SAFE_COMPUTE
2026-02-13 14:20:32.724,acct_0fd41d05,7.9811,88.34,38,Free,MALWARE_HONESTCUE
2026-02-13 14:20:41.724,acct_8d67a252,3.6911,24.59,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:21:16.724,acct_a516dbab,5.2162,43.83,2,Free,SAFE_COMPUTE
2026-02-13 14:21:31.724,acct_058dac8b,5.8876,20.29,3,Free,SAFE_COMPUTE
2026-02-13 14:21:42.724,acct_1e62900f,5.9662,23.04,3,SMB,SAFE_COMPUTE
2026-02-13 14:21:52.724,acct_37e76a4f,5.3850999999999996,22.91,2,Free,SAFE_COMPUTE
2026-02-13 14:22:35.724,acct_8b1ffd95,7.6839,94.19,28,Free,MALWARE_HONESTCUE
2026-02-13 14:22:35.724,acct_537caf6e,7.2379,87.29,26,Free,MALWARE_HONESTCUE
2026-02-13 14:23:43.724,acct_c258f4ed,5.1206,39.68,1,Free,SAFE_COMPUTE
2026-02-13 14:24:09.724,acct_24acab70,7.4043,92.67,31,SMB,MALWARE_HONESTCUE
2026-02-13 14:24:21.724,acct_d52700cd,7.4175,91.22,23,Enterprise,MALWARE_HONESTCUE
2026-02-13 14:25:01.724,acct_0fd1c3ba,5.9542,17.94,1,Free,SAFE_COMPUTE
2026-02-13 14:25:11.724,acct_6d89e13b,4.0158,30.07,2,Free,SAFE_COMPUTE
2026-02-13 14:25:38.724,acct_054a5ac1,5.6416,39.72,3,Free,SAFE_COMPUTE
2026-02-13 14:26:17.724,acct_992bc9ac,5.2923,21.3,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:26:32.724,acct_ae9cef30,5.0258,13.19,3,Free,SAFE_COMPUTE
2026-02-13 14:26:53.724,acct_eb7343ed,3.8426,19.73,1,Free,SAFE_COMPUTE
2026-02-13 14:27:15.724,acct_a3a0341e,7.6954,92.6,46,Free,MALWARE_HONESTCUE
2026-02-13 14:27:31.724,acct_74ee1d56,4.837,31.0,4,Free,SAFE_COMPUTE
2026-02-13 14:27:37.724,acct_1b158c01,4.4789,37.65,4,Free,SAFE_COMPUTE
2026-02-13 14:27:56.724,acct_bc27a31c,5.1397,18.42,4,Free,SAFE_COMPUTE
2026-02-13 14:28:26.724,acct_406ae3a7,4.8742,43.13,4,Free,SAFE_COMPUTE
2026-02-13 14:28:37.724,acct_db865b8e,5.5171,22.37,1,SMB,SAFE_COMPUTE
2026-02-13 14:28:59.724,acct_ab90b353,4.8413,33.3,4,Free,SAFE_COMPUTE
2026-02-13 14:29:08.724,acct_67119d0e,5.5019,40.3,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:29:29.724,acct_a15abe83,4.7087,27.65,3,SMB,SAFE_COMPUTE
2026-02-13 14:29:37.724,acct_49cfe7f3,4.0814,43.83,4,SMB,SAFE_COMPUTE
2026-02-13 14:29:50.724,acct_6e6b127f,5.9362,20.72,2,Free,SAFE_COMPUTE
2026-02-13 14:31:37.724,acct_b7bb8509,3.7942,15.62,2,Free,SAFE_COMPUTE
2026-02-13 14:31:39.724,acct_cd6c755a,5.3256,19.37,2,Free,SAFE_COMPUTE
2026-02-13 14:32:01.724,acct_edb14f66,4.4558,39.25,2,SMB,SAFE_COMPUTE
2026-02-13 14:32:14.724,acct_c54d9e8a,4.8936,39.43,3,SMB,SAFE_COMPUTE
2026-02-13 14:32:56.724,acct_46ebb283,5.0206,15.44,4,SMB,SAFE_COMPUTE
2026-02-13 14:33:47.724,acct_83dc7119,5.221,34.46,3,Free,SAFE_COMPUTE
2026-02-13 14:34:12.724,acct_cb3973ff,5.7521,32.56,3,SMB,SAFE_COMPUTE
2026-02-13 14:34:28.724,acct_61a2916a,4.9632000000000005,22.42,1,Free,SAFE_COMPUTE
2026-02-13 14:34:59.724,acct_3ce75e8d,5.7374,10.97,4,Free,SAFE_COMPUTE
2026-02-13 14:35:44.724,acct_c7e4fa62,7.6358,97.0,26,SMB,MALWARE_HONESTCUE
2026-02-13 14:35:48.724,acct_cab69bb8,4.9556000000000004,23.91,4,SMB,SAFE_COMPUTE
2026-02-13 14:35:55.724,acct_78245dc9,5.7278,24.79,3,Free,SAFE_COMPUTE
2026-02-13 14:36:30.724,acct_61f87eb7,5.0756,19.67,3,Free,SAFE_COMPUTE
2026-02-13 14:36:33.724,acct_33873fa4,5.0133,19.88,3,Enterprise,SAFE_COMPUTE
2026-02-13 14:36:47.724,acct_f262167b,5.1931,22.54,1,SMB,SAFE_COMPUTE
2026-02-13 14:36:55.724,acct_868eaed4,3.6307,14.34,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:37:02.724,acct_28df49e1,5.6854,43.93,2,Free,SAFE_COMPUTE
2026-02-13 14:37:08.724,acct_1656c12f,3.7981,17.31,3,Free,SAFE_COMPUTE
2026-02-13 14:37:10.724,acct_a3bbcdde,3.8548,10.09,1,SMB,SAFE_COMPUTE
2026-02-13 14:37:11.724,acct_9977a0a8,4.2047,20.02,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:37:13.724,acct_a725cb05,4.7616,12.62,3,Free,SAFE_COMPUTE
2026-02-13 14:37:15.724,acct_0b23090f,7.3844,89.69,42,Free,MALWARE_HONESTCUE
2026-02-13 14:37:52.724,acct_df1739aa,4.0471,17.75,3,Free,SAFE_COMPUTE
2026-02-13 14:38:01.724,acct_5a37b264,7.8239,92.33,25,Free,MALWARE_HONESTCUE
2026-02-13 14:38:17.724,acct_55b24be1,5.2407,23.81,4,Free,SAFE_COMPUTE
2026-02-13 14:38:41.724,acct_bb4502f0,5.1968,18.0,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:38:55.724,acct_065a4f3f,3.5226,20.65,3,Enterprise,SAFE_COMPUTE
2026-02-13 14:39:44.724,acct_9e4fba8e,5.4617,22.52,2,Free,SAFE_COMPUTE
2026-02-13 14:39:47.724,acct_13937ce1,3.77,25.23,2,Free,SAFE_COMPUTE
2026-02-13 14:40:03.724,acct_d49dc04b,4.5994,18.41,2,Enterprise,SAFE_COMPUTE
2026-02-13 14:41:15.724,acct_97946ca6,3.5046,17.96,1,Free,SAFE_COMPUTE
2026-02-13 14:41:43.724,acct_30a5546f,5.1144,32.84,4,SMB,SAFE_COMPUTE
2026-02-13 14:41:46.724,acct_ac5537c9,7.9663,99.33,25,Free,MALWARE_HONESTCUE
2026-02-13 14:42:00.724,acct_8b96655b,7.3891,88.09,23,Free,MALWARE_HONESTCUE
2026-02-13 14:42:40.724,acct_6df62a27,4.9022,23.87,4,SMB,SAFE_COMPUTE
2026-02-13 14:42:40.724,acct_24a529cc,5.2201,19.3,3,SMB,SAFE_COMPUTE
2026-02-13 14:42:49.724,acct_f5f594db,3.8151,35.58,3,Free,SAFE_COMPUTE
2026-02-13 14:43:06.724,acct_0a016d36,5.3311,41.18,3,Free,SAFE_COMPUTE
2026-02-13 14:43:11.724,acct_1a87fec1,3.717,32.41,2,SMB,SAFE_COMPUTE
2026-02-13 14:43:24.724,acct_ec8cde8c,5.5165,26.0,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:43:58.724,acct_ef17684d,5.511,19.68,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:44:40.724,acct_36211e9c,5.9416,33.58,4,SMB,SAFE_COMPUTE
2026-02-13 14:44:55.724,acct_03e6d48c,4.3052,44.57,2,SMB,SAFE_COMPUTE
2026-02-13 14:44:58.724,acct_5707e191,5.7748,27.58,2,Free,SAFE_COMPUTE
2026-02-13 14:45:36.724,acct_89a3fd8d,5.2086,30.8,1,SMB,SAFE_COMPUTE
2026-02-13 14:45:46.724,acct_e8bc3a27,5.5533,36.88,1,Free,SAFE_COMPUTE
2026-02-13 14:45:59.724,acct_e162da1d,3.7063,38.65,4,Free,SAFE_COMPUTE
2026-02-13 14:46:08.724,acct_fee2d657,7.6309000000000005,96.38,29,Free,MALWARE_HONESTCUE
2026-02-13 14:46:28.724,acct_b1fdb632,4.1875,44.5,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:46:33.724,acct_26fdc5f1,5.6478,16.06,4,Free,SAFE_COMPUTE
2026-02-13 14:46:44.724,acct_485dce83,3.782,15.41,3,SMB,SAFE_COMPUTE
2026-02-13 14:46:51.724,acct_13fa5aa5,4.3625,27.43,3,Free,SAFE_COMPUTE
2026-02-13 14:47:43.724,acct_bb48fc0e,7.5364,94.73,44,Free,MALWARE_HONESTCUE
2026-02-13 14:47:46.724,acct_2e75ae95,4.7345,28.2,4,Free,SAFE_COMPUTE
2026-02-13 14:48:00.724,acct_fbb697ba,5.6165,38.32,3,Free,SAFE_COMPUTE
2026-02-13 14:48:57.724,acct_e8d9df57,3.5421,32.98,1,Free,SAFE_COMPUTE
2026-02-13 14:49:31.724,acct_113c1cf5,4.1411,12.97,4,Free,SAFE_COMPUTE
2026-02-13 14:49:42.724,acct_45687d50,5.6317,11.86,1,Free,SAFE_COMPUTE
2026-02-13 14:49:53.724,acct_db1c7e01,5.8488,10.67,1,Free,SAFE_COMPUTE
2026-02-13 14:49:59.724,acct_a3763ba4,5.7958,22.66,3,Free,SAFE_COMPUTE
2026-02-13 14:50:15.724,acct_80a4586f,4.5186,18.92,3,Enterprise,SAFE_COMPUTE
2026-02-13 14:50:21.724,acct_91284184,3.954,44.31,2,Free,SAFE_COMPUTE
2026-02-13 14:50:23.724,acct_627f49dc,7.654,86.99,36,Enterprise,MALWARE_HONESTCUE
2026-02-13 14:50:25.724,acct_f8c9e3bb,4.1372,29.81,4,Enterprise,SAFE_COMPUTE
2026-02-13 14:50:30.724,acct_133c1f95,4.2731,21.37,1,SMB,SAFE_COMPUTE
2026-02-13 14:50:43.724,acct_8871c097,5.0468,41.09,3,Enterprise,SAFE_COMPUTE
2026-02-13 14:50:45.724,acct_9a11f1cf,7.9573,92.59,32,Free,MALWARE_HONESTCUE
2026-02-13 14:50:52.724,acct_4f323df2,3.6558,43.88,1,Free,SAFE_COMPUTE
2026-02-13 14:51:00.724,acct_3ecce0d8,4.7736,12.71,2,Free,SAFE_COMPUTE
2026-02-13 14:51:04.724,acct_ccf1cd45,4.2223,12.09,4,Free,SAFE_COMPUTE
2026-02-13 14:51:41.724,acct_aafff68c,4.8666,44.37,4,SMB,SAFE_COMPUTE
2026-02-13 14:51:56.724,acct_681e79b3,5.8396,32.04,3,Enterprise,SAFE_COMPUTE
2026-02-13 14:52:18.724,acct_3e74f51a,4.8159,37.87,2,Free,SAFE_COMPUTE
2026-02-13 14:52:51.724,acct_0922acb1,3.7622,42.2,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:52:53.724,acct_472ee113,4.5471,42.26,2,Free,SAFE_COMPUTE
2026-02-13 14:53:07.724,acct_ff0d614f,3.7837,26.04,1,Enterprise,SAFE_COMPUTE
2026-02-13 14:53:13.724,acct_1bd30813,3.5025,34.91,4,SMB,SAFE_COMPUTE
2026-02-13 14:53:29.724,acct_5fb26a55,3.9621,17.7,1,Free,SAFE_COMPUTE
2026-02-13 14:53:33.724,acct_756a3741,4.954,20.8,1,Free,SAFE_COMPUTE
2026-02-13 14:53:54.724,acct_52f55f7f,4.0198,11.09,1,SMB,SAFE_COMPUTE
